Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
HTI,Caribbean,2021,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,617440,581248,"Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action,Goal 15 - Life on Land",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Department of Foreign Affairs, Trade And development,European Commission,Government of Japan,Government of Poland,UN Industrial development Organization,United Nations development Pro,Universal Postal Union"
HTI,Caribbean,2022,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,1,2776,"Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action,Goal 15 - Life on Land",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Department of Foreign Affairs, Trade And development,European Commission,Government of Japan,Government of Poland,UN Industrial development Organization,United Nations development Pro,Universal Postal Union"
HTI,Caribbean,2017,Appui Gouvernance Locale et Developpement Territorial,178870,119578,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2018,Appui Gouvernance Locale et Developpement Territorial,1010871,692224,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2019,Appui Gouvernance Locale et Developpement Territorial,1429484,1222960,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2020,Appui Gouvernance Locale et Developpement Territorial,1792686,1472571,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2021,Appui Gouvernance Locale et Developpement Territorial,1911712,1575817,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2022,Appui Gouvernance Locale et Developpement Territorial,2871078,1108384,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 5 - Gender Equality","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 13 - Social Development","Department of Foreign Affairs, Trade And development,European Commission,GOVERNMENT of HAITI,United Nations development Pro"
HTI,Caribbean,2017,Community assistance,101606,75921,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2018,Community assistance,710905,614070,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2019,Community assistance,939335,788529,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2020,Community assistance,992828,790277,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2021,Community assistance,637802,448163,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2022,Community assistance,806443,516084,"Goal 16 - Peace, justice and strong institutions",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","MPTFO-Un Haiti Cholera Response MPTF,United Nations development Pro,United Nations Peace And development Trust Fund"
HTI,Caribbean,2018,Electrification Rurale et Autonomisation des Femmes,546689,293872,"Goal 13 - Climate Action,Goal 5 - Gender Equality,Goal 7 - Affordable and Clean Energy",Close the energy gap,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 13 - Social Development,Goal 3 - Sustainable Energy","Government of Japan,Government of United Arab Emirates,United Nations development Pro"
HTI,Caribbean,2019,Electrification Rurale et Autonomisation des Femmes,702574,622668,"Goal 13 - Climate Action,Goal 5 - Gender Equality,Goal 7 - Affordable and Clean Energy",Close the energy gap,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 13 - Social Development,Goal 3 - Sustainable Energy","Government of Japan,Government of United Arab Emirates,United Nations development Pro"
HTI,Caribbean,2020,Electrification Rurale et Autonomisation des Femmes,1990586,1709608,"Goal 13 - Climate Action,Goal 5 - Gender Equality,Goal 7 - Affordable and Clean Energy",Close the energy gap,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 13 - Social Development,Goal 3 - Sustainable Energy","Government of Japan,Government of United Arab Emirates,United Nations development Pro"
HTI,Caribbean,2021,Electrification Rurale et Autonomisation des Femmes,2119426,2097686,"Goal 13 - Climate Action,Goal 5 - Gender Equality,Goal 7 - Affordable and Clean Energy",Close the energy gap,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 13 - Social Development,Goal 3 - Sustainable Energy","Government of Japan,Government of United Arab Emirates,United Nations development Pro"
HTI,Caribbean,2022,Electrification Rurale et Autonomisation des Femmes,1465403,740820,"Goal 13 - Climate Action,Goal 5 - Gender Equality,Goal 7 - Affordable and Clean Energy",Close the energy gap,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 13 - Social Development,Goal 3 - Sustainable Energy","Government of Japan,Government of United Arab Emirates,United Nations development Pro"
HTI,Caribbean,2018,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,242560,186505,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","Korea Intern. Cooperation Agency (KOICA),United Nations development Pro"
HTI,Caribbean,2019,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,1928889,1600705,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","Korea Intern. Cooperation Agency (KOICA),United Nations development Pro"
HTI,Caribbean,2020,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,1624100,1565756,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","Korea Intern. Cooperation Agency (KOICA),United Nations development Pro"
HTI,Caribbean,2021,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,1051213,720150,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","Korea Intern. Cooperation Agency (KOICA),United Nations development Pro"
HTI,Caribbean,2022,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,490307,356501,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","Korea Intern. Cooperation Agency (KOICA),United Nations development Pro"
HTI,Caribbean,2018,Renforcement du système de gestion des déchets solides,234184,114732,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,Government of Japan,United Nations development Pro"
HTI,Caribbean,2019,Renforcement du système de gestion des déchets solides,770724,741268,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,Government of Japan,United Nations development Pro"
HTI,Caribbean,2020,Renforcement du système de gestion des déchets solides,1165060,1208077,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,Government of Japan,United Nations development Pro"
HTI,Caribbean,2021,Renforcement du système de gestion des déchets solides,2908547,2375896,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,Government of Japan,United Nations development Pro"
HTI,Caribbean,2022,Renforcement du système de gestion des déchets solides,1642127,1407204,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,Government of Japan,United Nations development Pro"
HTI,Caribbean,2018,Appui à la Préparation et à la Gestion des Désastres (Ha,232473,118202,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Japan,MPTFO-Un Haiti Cholera Response MPTF,UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
HTI,Caribbean,2019,Appui à la Préparation et à la Gestion des Désastres (Ha,1432725,1499385,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Japan,MPTFO-Un Haiti Cholera Response MPTF,UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
HTI,Caribbean,2020,Appui à la Préparation et à la Gestion des Désastres (Ha,1361801,1205961,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Japan,MPTFO-Un Haiti Cholera Response MPTF,UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
HTI,Caribbean,2021,Appui à la Préparation et à la Gestion des Désastres (Ha,1021465,1026083,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Japan,MPTFO-Un Haiti Cholera Response MPTF,UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
HTI,Caribbean,2022,Appui à la Préparation et à la Gestion des Désastres (Ha,58804,84756,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Japan,MPTFO-Un Haiti Cholera Response MPTF,UN High Commissioner For Refugees (UNHCR),United Nations development Pro"
HTI,Caribbean,2019,Appui stratégique au bureau,361534,344562,,"Other,Strengthen effective, inclusive and accountable governance",,"Adam Smith International,Government of United Kingdom,GOVERNMENT of HAITI,United Nations,United Nations development Pro"
HTI,Caribbean,2020,Appui stratégique au bureau,1035584,866403,,"Other,Strengthen effective, inclusive and accountable governance",,"Adam Smith International,Government of United Kingdom,GOVERNMENT of HAITI,United Nations,United Nations development Pro"
HTI,Caribbean,2021,Appui stratégique au bureau,1720595,730376,,"Other,Strengthen effective, inclusive and accountable governance",,"Adam Smith International,Government of United Kingdom,GOVERNMENT of HAITI,United Nations,United Nations development Pro"
HTI,Caribbean,2022,Appui stratégique au bureau,3731846,607933,,"Other,Strengthen effective, inclusive and accountable governance",,"Adam Smith International,Government of United Kingdom,GOVERNMENT of HAITI,United Nations,United Nations development Pro"
HTI,Caribbean,2020,Reponse a la Crise COVID19 en Haiti,2328136,1929914,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 3 - Good Health and Well-Being",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 11 - Health and non-communicable diseases","Government of Japan,Ministry of Foreign Affairs,Pan American Health Organization,UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2021,Reponse a la Crise COVID19 en Haiti,408497,14608,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 3 - Good Health and Well-Being",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 11 - Health and non-communicable diseases","Government of Japan,Ministry of Foreign Affairs,Pan American Health Organization,UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2022,Reponse a la Crise COVID19 en Haiti,404484,22536,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 16 - Peace, justice and strong institutions,Goal 17 - Partnership for the goals,Goal 3 - Good Health and Well-Being",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 11 - Health and non-communicable diseases","Government of Japan,Ministry of Foreign Affairs,Pan American Health Organization,UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2020,Installation Pompes Solaires,553394,44063,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,United Nations development Pro"
HTI,Caribbean,2021,Installation Pompes Solaires,561570,306196,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,United Nations development Pro"
HTI,Caribbean,2022,Installation Pompes Solaires,705617,413985,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of India,United Nations development Pro"
HTI,Caribbean,2020,Appui au Processus Électoral en Haïti (PAPEH),501285,528642,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","GOVERNMENT of HAITI,Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2021,Appui au Processus Électoral en Haïti (PAPEH),12731863,12025423,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","GOVERNMENT of HAITI,Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2022,Appui au Processus Électoral en Haïti (PAPEH),28416192,500676,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Other,Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","GOVERNMENT of HAITI,Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2020,Spotlight initiative in Haiti,348144,266941,,Other,,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
HTI,Caribbean,2021,Spotlight initiative in Haiti,850000,863853,,Other,,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
HTI,Caribbean,2022,Spotlight initiative in Haiti,3256521,762846,,Other,,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
HTI,Caribbean,2020,Contrôle des armes & des munitions,180059,116719,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2021,Contrôle des armes & des munitions,386508,316547,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2022,Contrôle des armes & des munitions,232138,131780,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Peacebuilding Fund,United Nations development Pro"
HTI,Caribbean,2020,Climate Promise Haiti,110000,27755,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Swedish International development Cooperation (SIDA),United Nations development Pro"
HTI,Caribbean,2021,Climate Promise Haiti,88445,48499,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Swedish International development Cooperation (SIDA),United Nations development Pro"
HTI,Caribbean,2022,Climate Promise Haiti,37537,37613,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Swedish International development Cooperation (SIDA),United Nations development Pro"
HTI,Caribbean,2020,Cadre Intégré National pour le Finance du Dév en Haiti,55000,4156,"Goal 11 - Sustainable cities and communities,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2021,Cadre Intégré National pour le Finance du Dév en Haiti,865410,479068,"Goal 11 - Sustainable cities and communities,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2022,Cadre Intégré National pour le Finance du Dév en Haiti,500182,485627,"Goal 11 - Sustainable cities and communities,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2020,Mainstreaming the National Social Protection Policy,,,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Espanola de Cooperacion Internacional,United Nations development Pro"
HTI,Caribbean,2021,Mainstreaming the National Social Protection Policy,509240,442604,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Espanola de Cooperacion Internacional,United Nations development Pro"
HTI,Caribbean,2022,Mainstreaming the National Social Protection Policy,1914830,558314,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all","Agencia Espanola de Cooperacion Internacional,United Nations development Pro"
HTI,Caribbean,2020,Vers lélimination du paludisme en Haïti,,,"Goal 11 - Sustainable cities and communities,Goal 12 - Responsible consumption and production,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance,Close the energy gap","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","Global Fund To Fight Aids, Tuberculosis"
HTI,Caribbean,2021,Vers lélimination du paludisme en Haïti,4781901,3254262,"Goal 11 - Sustainable cities and communities,Goal 12 - Responsible consumption and production,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance,Close the energy gap","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","Global Fund To Fight Aids, Tuberculosis"
HTI,Caribbean,2022,Vers lélimination du paludisme en Haïti,19896963,6410387,"Goal 11 - Sustainable cities and communities,Goal 12 - Responsible consumption and production,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance,Close the energy gap","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 16 - Means of implementation, including partnerships","Global Fund To Fight Aids, Tuberculosis"
HTI,Caribbean,2021,INITIATION PLAN-POST SEISME,675000,676312,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2022,INITIATION PLAN-POST SEISME,448319,429493,"Goal 1 - No Poverty,Goal 11 - Sustainable cities and communities,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 4 - Disaster risk reduction,Goal 8 - Sustainable transportation,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2021,Services intégrés de dév des opportunités économiques,647900,508025,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","UNDP Funding Windows,United Nations development Pro"
