SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Maldives,409k,,Eliminating POPs through sound management of chemicals,12,UN Agencies,2021
Suriname,1M,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",12,UN Agencies,2021
Suriname,17k,,IP Chemicals Management post 2020,12,UN Agencies,2021
Suriname,102k,,Roadmap for Sustainable Financing,12,UN Agencies,2021
Maldives,211k,,Enhancing UNDP Engagement,12,UN Pooled Funds,2021
Suriname,102k,,Roadmap for Sustainable Financing,12,UN Pooled Funds,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,12,Vertical Fund,2021
Belize,6k,,Enhancing jaguar corridors and strongholds,12,Vertical Fund,2021
Belize,20k,,Enhancing jaguar corridors and strongholds,12,Vertical Fund,2021
Jamaica,192k,,Stockholm POP National Implementation Plan,12,Vertical Fund,2021
Maldives,409k,,Eliminating POPs through sound management of chemicals,12,Vertical Fund,2021
Suriname,1M,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",12,Vertical Fund,2021
Suriname,953k,,Environmental Management Mining,12,Vertical Fund,2021
Suriname,106k,,PPG GEF GOLD + in Suriname,12,Vertical Fund,2021
Dominican Republic,60k,,Recuperacion COVID-19,12,Other,2021
Dominican Republic,107k,,Plataforma para la gestión de plásticos y residuos,12,Other,2021
Dominican Republic,267k,,Plataforma Rescate Ozama,12,Other,2021
Guinea-Bissau,46k,,GC - Appui a Institutions democratiques,12,Other,2021
Maldives,211k,,Enhancing UNDP Engagement,12,Other,2021
Antigua and Barbuda,3M,,B-Envelope after Irma hurricane. Housing Support to Barb,13,European Union,2021
Aruba,445k,,Aruba’s SISSTEM Faculty initiative,13,European Union,2021
Cuba,218k,,BASES AMBIENTALES PARA LA SOSTENIBILIDAD ALIMENTARIA,13,European Union,2021
Cuba,36k,,Programa de apoyo al fortalecimiento de cadenas agroalimentarias a nivel local,13,European Union,2021
Cuba,4M,,Resiliencia Energetica post Irma,13,European Union,2021
Cuba,2M,,Resiliencia Costera,13,European Union,2021
Cuba,2M,,ALASS Autoabastecimiento local para una alimentación sos,13,European Union,2021
Cuba,96k,,MUNICIPIO MARTI ENERGIA SOSTENIBLE,13,European Union,2021
Dominican Republic,10k,,Mejora Condiciones Laborales Banano,13,European Union,2021
Haiti,617k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,European Union,2021
Papua New Guinea,1M,,Strengthening Integrated Sustainable Landscape Managemen,13,European Union,2021
Seychelles,602k,,Global Climate Change Alliance Seychelles Programme,13,European Union,2021
Suriname,2M,,Climate Change Adaptation Suriname phase 2,13,European Union,2021
Trinidad and Tobago,86k,,Low Emission Capacity Building Global Program Assessment,13,European Union,2021
Trinidad and Tobago,2M,,Global Climate Change Alliance Trinidad & Tobago,13,European Union,2021
Trinidad and Tobago,18k,,Community Flood Early Warning Systems Trinidad & Tobago,13,European Union,2021
Antigua and Barbuda,3M,,B-Envelope after Irma hurricane. Housing Support to Barb,13,Donner Countries,2021
Aruba,445k,,Aruba’s SISSTEM Faculty initiative,13,Donner Countries,2021
Barbados,948k,,Engagement Facility,13,Donner Countries,2021
Barbados,267k,,Caribbean Recovery and Resilience Programme,13,Donner Countries,2021
Barbados,3M,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,Donner Countries,2021
Barbados,1,,Resilient rehabilitation in Dominica post-Hurricane Mari,13,Donner Countries,2021
Barbados,109k,,Blue Economy Finance for SIDS - SDG Fund Component 2,13,Donner Countries,2021
Barbados,702k,,ENGAGEMENT FACILITY-BRB,13,Donner Countries,2021
Belize,648k,,Enabling Gender-Responsive Disaster Recovery,13,Donner Countries,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,13,Donner Countries,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,13,Donner Countries,2021
Cabo Verde,42k,,Climate Promise CV,13,Donner Countries,2021
Cabo Verde,66k,,4 National Communication and BUR under the UNFCCC,13,Donner Countries,2021
Comoros,546k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Donner Countries,2021
Comoros,45k,,Renf. des capacités du Programme de Microfinancement FEM,13,Donner Countries,2021
Comoros,1M,,Renforcement de la résilience des Comores aux risques,13,Donner Countries,2021
Comoros,8M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Donner Countries,2021
Comoros,1M,,Promotion of Green Economy and Recovery from the impact,13,Donner Countries,2021
Cuba,44k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,13,Donner Countries,2021
Cuba,218k,,BASES AMBIENTALES PARA LA SOSTENIBILIDAD ALIMENTARIA,13,Donner Countries,2021
Cuba,36k,,Programa de apoyo al fortalecimiento de cadenas agroalimentarias a nivel local,13,Donner Countries,2021
Cuba,860k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,13,Donner Countries,2021
Cuba,522k,,BIOENERGIA - CLEAN ENERGY TECHNOLOGIES FOR THE RURAL AREAS IN CUBA,13,Donner Countries,2021
Cuba,35,,Recuperación Huracán Irma,13,Donner Countries,2021
Cuba,583k,,Fortalecimiento de las cadenas de frutales en Cuba.,13,Donner Countries,2021
Cuba,425k,,Sector productivo y económico Huracan IRMA,13,Donner Countries,2021
Cuba,710k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),13,Donner Countries,2021
Cuba,406k,,Adaptándonos a la sequía en Santiago de Cuba,13,Donner Countries,2021
Cuba,107k,,Plan de Implementación Nacional (NIP) del Convenio de Estocolmo sobre los Contaminantes Orgánicos Persistentes (COPs) en Cuba,13,Donner Countries,2021
Cuba,4M,,Resiliencia Energetica post Irma,13,Donner Countries,2021
Cuba,703k,,Emergencia Sequía Region Oriental Fase II,13,Donner Countries,2021
Cuba,2M,,Resiliencia Costera,13,Donner Countries,2021
Cuba,349k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,13,Donner Countries,2021
Cuba,596k,,Low-carbon transport systems in Havana (Medium size),13,Donner Countries,2021
Cuba,2M,,ALASS Autoabastecimiento local para una alimentación sos,13,Donner Countries,2021
Cuba,8k,,Early Recovery TORNADO Havana,13,Donner Countries,2021
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,Donner Countries,2021
Cuba,791k,,VIGILANCIA MARINA EN CUBA,13,Donner Countries,2021
Cuba,121k,,SOLUCIONES INGENIERAS MALECON,13,Donner Countries,2021
Cuba,821k,,RESILIENCIA URBANA HABANA,13,Donner Countries,2021
Cuba,746k,,Empleo para Jóvenes en Guantánamo,13,Donner Countries,2021
Cuba,12k,,Igualdad Género Gestión Calidad Alimentaria,13,Donner Countries,2021
Cuba,96k,,MUNICIPIO MARTI ENERGIA SOSTENIBLE,13,Donner Countries,2021
Cuba,612k,,Empleo Autoabastecimiento COVID-19,13,Donner Countries,2021
Cuba,100k,,TURISMO SOSTENIBLE PREPARATORIA,13,Donner Countries,2021
Cuba,16k,,Reducción del Riesgo de sequía e inundaciones,13,Donner Countries,2021
Cuba,1,,NAP Havana Coastal Zone,13,Donner Countries,2021
Dominica,49M,,Dominica Development and Reconstruction Facility,13,Donner Countries,2021
Dominica,756k,,“Strengthening sustainable livelihoods and resilience i,13,Donner Countries,2021
Dominican Republic,10k,,Mejora Condiciones Laborales Banano,13,Donner Countries,2021
Dominican Republic,69,,Cumplimiento Acuerdo Cambio Climatico,13,Donner Countries,2021
Dominican Republic,60k,,Recuperacion COVID-19,13,Donner Countries,2021
Dominican Republic,264k,,Recuperación socioeconómica de hogares y MIPYMES,13,Donner Countries,2021
Dominican Republic,69k,,Plataforma sostenibilidad ambiental y resiliencia,13,Donner Countries,2021
Dominican Republic,208k,,Sostenibilidad y resiliencia,13,Donner Countries,2021
Fiji,44k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,13,Donner Countries,2021
Fiji,293k,,Resilience and sustainable development (RSD),13,Donner Countries,2021
Fiji,123k,,Climate Early Warning Systems in PICs (SSC),13,Donner Countries,2021
Fiji,3k,,Pacific Resilience and Governance Programme,13,Donner Countries,2021
Fiji,407k,,Pacific RSD Support,13,Donner Countries,2021
Fiji,3M,,Governance for Resilient Development in the Pacific,13,Donner Countries,2021
Fiji,2M,,COVID-19 Response support in the Pacific,13,Donner Countries,2021
Fiji,725k,,Climate Security in the Pacific,13,Donner Countries,2021
Fiji,522k,,Solarisation of Head of State Residences in the Pacific,13,Donner Countries,2021
Fiji,300k,,Post Disaster Needs Assessment & Recovery,13,Donner Countries,2021
Grenada,438k,,Ridge to Reef Grenada,13,Donner Countries,2021
Grenada,429k,,Climate Resilient Agriculture for Integrated Landscape,13,Donner Countries,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,13,Donner Countries,2021
Guinea-Bissau,3M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Donner Countries,2021
Guinea-Bissau,536k,,SD-Climate Promise Support/NDC,13,Donner Countries,2021
Guyana,182k,,Mainstream and Monitor Rio Convention implementation,13,Donner Countries,2021
Guyana,33k,,"Enabling Gender-Responsive Disaster Recovery, Climate",13,Donner Countries,2021
Guyana,126k,,Technical and Institutional Strengthening - Min Nat Res,13,Donner Countries,2021
Haiti,12k,,Résilience aux désastres département Nord,13,Donner Countries,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,13,Donner Countries,2021
Haiti,617k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,Donner Countries,2021
Haiti,2M,,Electrification Rurale et Autonomisation des Femmes,13,Donner Countries,2021
Haiti,3M,,Renforcement du système de gestion des déchets solides,13,Donner Countries,2021
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,Donner Countries,2021
Haiti,1M,,Prévention risques naturels et gouvernance territoriale,13,Donner Countries,2021
Haiti,956k,,National Adaptation Plan,13,Donner Countries,2021
Haiti,562k,,Installation Pompes Solaires,13,Donner Countries,2021
Haiti,88k,,Climate Promise Haiti,13,Donner Countries,2021
Haiti,90k,,PPG Résilience du secteur Eau,13,Donner Countries,2021
Haiti,675k,,INITIATION PLAN-POST SEISME,13,Donner Countries,2021
Haiti,108k,,PPG Biodiversite GEF7,13,Donner Countries,2021
Haiti,50k,,Developpement de projets,13,Donner Countries,2021
Jamaica,187k,,HCFC Phase out Management Plan -1st Stage Implementation,13,Donner Countries,2021
Jamaica,651k,,Strengthening Human Resilience,13,Donner Countries,2021
Jamaica,50k,,Initiation Plan for Ratification of Kigali Amendment,13,Donner Countries,2021
Jamaica,139k,,Engagement Facility for Disaster Risk Reduction,13,Donner Countries,2021
Jamaica,205k,,Resilient Recovery Programme - Bahamas,13,Donner Countries,2021
Jamaica,90k,,EnGender - Jamaica,13,Donner Countries,2021
Jamaica,50k,,Engagement Facility - Bahamas,13,Donner Countries,2021
Jamaica,61k,,Fourth National Communication & Biennial Update Report,13,Donner Countries,2021
Kiribati,941k,,Enhancing national food security,13,Donner Countries,2021
Kiribati,535k,,KIR LDCF WoI,13,Donner Countries,2021
Maldives,5M,,GCF-Managing climate change induced water shortages,13,Donner Countries,2021
Maldives,1M,,Sustainable Economic Empowerment & Development for SMEs,13,Donner Countries,2021
Maldives,176k,,Reimagining Tourism in the Maldives,13,Donner Countries,2021
Marshall Islands,861k,,RMI Disaster Preparedness&Infrastructure,13,Donner Countries,2021
Marshall Islands,795k,,DEEP DIVE Support Programme,13,Donner Countries,2021
Marshall Islands,8k,,RMI 3rd NC and 1st BUR,13,Donner Countries,2021
Mauritius,2M,,GCF - Accelerating Low Carbon,13,Donner Countries,2021
Mauritius,1k,,Energy Savings and Climate Benefits through Mandatory En,13,Donner Countries,2021
Mauritius,2M,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Donner Countries,2021
Mauritius,4M,,COVID-19 MAURITIUS,13,Donner Countries,2021
Mauritius,284k,,UNDP CLIMATE PROMISE: ENHANCING NDCs BY 2020,13,Donner Countries,2021
Mauritius,84k,,PPG Promoting Low-carbon Electric Public Bus Transport i,13,Donner Countries,2021
Mauritius,2k,,PPG Strengthening National Greenhouse Gas Inventory,13,Donner Countries,2021
Mauritius,500k,,Humanitarian emergency assistance to overcome the oil sp,13,Donner Countries,2021
Mauritius,300k,,Improving Resilience -Wakashio oil spill,13,Donner Countries,2021
Mauritius,59k,,Mainstreaming SLM and Biodiversity Conversation in Mtius,13,Donner Countries,2021
Mauritius,49k,,Increasing Farmers Resilience to Climate Change by Adopt,13,Donner Countries,2021
"Micronesia, Federated States of",2M,,FSM Disaster Prevention and Mitigation,13,Donner Countries,2021
"Micronesia, Federated States of",279k,,Third National Communication (TNC) and First Biennial Update Report (FBUR),13,Donner Countries,2021
"Micronesia, Federated States of",76k,,Micronesia Public Sector Buildings Energy Efficiency,13,Donner Countries,2021
Nauru,155k,,Nauru SMARTEN FSP,13,Donner Countries,2021
Niue,880k,,Niue Ridge to Reef,13,Donner Countries,2021
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,Donner Countries,2021
Palau,3M,,Palau Disaster Preparedness and improved infrastructure,13,Donner Countries,2021
Papua New Guinea,25k,,Strengthen Disaster Risk Management in Papua New Guinea,13,Donner Countries,2021
Papua New Guinea,389k,,WB FCPF REDD+ Readiness II,13,Donner Countries,2021
Papua New Guinea,453k,,PIMS5569 Renewable Energy & Energy Efficiency,13,Donner Countries,2021
Papua New Guinea,44k,,Enhance Climate Policy in Papua New Guinea,13,Donner Countries,2021
Papua New Guinea,991k,,PIMS 6119 Advancing PNG NAP,13,Donner Countries,2021
Papua New Guinea,16k,,Investing in Coral Reefs and Blue Economy,13,Donner Countries,2021
Papua New Guinea,750k,,Humanitarian Advisory Services Team,13,Donner Countries,2021
Papua New Guinea,1M,,Strengthening Integrated Sustainable Landscape Managemen,13,Donner Countries,2021
Papua New Guinea,700k,,Preventing Climate-Induced Conflicts,13,Donner Countries,2021
Samoa,2M,,Economy-wide integration of CC Adaptation (FSP),13,Donner Countries,2021
Samoa,6M,,Green Climate Fund Vaisigano River Catchment,13,Donner Countries,2021
Samoa,1M,,IMPRESS_Renewable Energy (Full Size),13,Donner Countries,2021
Samoa,436k,,Third National Communication and Biennial Update Report,13,Donner Countries,2021
Sao Tome and Principe,705,,RESILIENT CAPACITIES COMMUNITIES,13,Donner Countries,2021
Sao Tome and Principe,642k,,Delivering Climate Promise in STP| NDC Support Programme,13,Donner Countries,2021
Seychelles,956k,,Ecosystem Based Adaptation to Climate Change in Seychell,13,Donner Countries,2021
Seychelles,602k,,Global Climate Change Alliance Seychelles Programme,13,Donner Countries,2021
Seychelles,183k,,Seychelles Protected Area Finance Project,13,Donner Countries,2021
Seychelles,2M,,SAPPHIRE - Large Marine Ecosystem Project in WIO,13,Donner Countries,2021
Seychelles,330k,,Facilitating Recovery through Digital Solutions,13,Donner Countries,2021
Solomon Islands,480k,,SOI: Advancing National Development Agenda and SDGs,13,Donner Countries,2021
Solomon Islands,941k,,SOI DRM COVID19,13,Donner Countries,2021
Solomon Islands,559k,,SOI: Rural Electrification (SPIRES),13,Donner Countries,2021
Solomon Islands,222k,,PPG _SOI_Biodiversity and Land Degradation,13,Donner Countries,2021
Suriname,1M,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,Donner Countries,2021
Suriname,356k,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,Donner Countries,2021
Suriname,2M,,Climate Change Adaptation Suriname phase 2,13,Donner Countries,2021
Timor-Leste,501k,,Building shoreline resilience of Timor-Leste to protect,13,Donner Countries,2021
Timor-Leste,588k,,Implementation of the Arafura and timor Seas Regional an,13,Donner Countries,2021
Timor-Leste,3M,,Safeguarding rural communities and their physical assets,13,Donner Countries,2021
Tonga,210k,,Tonga Early Recovery Support,13,Donner Countries,2021
Trinidad and Tobago,9k,,Strategy for the Reduction of Carbon Emissions in T&T,13,Donner Countries,2021
Trinidad and Tobago,52k,,Institutional Strengthening to Support Natl Ozone Office,13,Donner Countries,2021
Trinidad and Tobago,103k,,HCFC Phase-Out Management Plan (HPMP),13,Donner Countries,2021
Trinidad and Tobago,86k,,Low Emission Capacity Building Global Program Assessment,13,Donner Countries,2021
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Donner Countries,2021
Trinidad and Tobago,272k,,T&T Third National Report to UNFCCC,13,Donner Countries,2021
Trinidad and Tobago,856k,,GEF 5-Environment Agreement Management Capacity Building,13,Donner Countries,2021
Trinidad and Tobago,2M,,Global Climate Change Alliance Trinidad & Tobago,13,Donner Countries,2021
Trinidad and Tobago,129k,,Trinidad and Tobago Climate Promise Engagement Facility,13,Donner Countries,2021
Trinidad and Tobago,18k,,Community Flood Early Warning Systems Trinidad & Tobago,13,Donner Countries,2021
Tuvalu,2M,,TV Coastal Adaptation,13,Donner Countries,2021
Tuvalu,1M,,Tuvalu Sustainable National Energy Targets Project,13,Donner Countries,2021
Tuvalu,184k,,Solar Home Standalone System for Funaota,13,Donner Countries,2021
Vanuatu,477,,Adapt to Climate change in Coastal Zones Vanuatu,13,Donner Countries,2021
Vanuatu,347k,,Vanuatu Third National communication,13,Donner Countries,2021
Vanuatu,471k,,Vanuatu Low Emissions Capacity Building Phase II,13,Donner Countries,2021
Vanuatu,248k,,VU Energy Roadmap (BRANTV),13,Donner Countries,2021
Vanuatu,90k,,Vanuatu VCAP2 Project Preparation Grant,13,Donner Countries,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,13,Programme Countries ,2021
Dominica,49M,,Dominica Development and Reconstruction Facility,13,Programme Countries ,2021
Guinea-Bissau,3M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Programme Countries ,2021
Maldives,1M,,Sustainable Economic Empowerment & Development for SMEs,13,Programme Countries ,2021
Mauritius,2M,,GCF - Accelerating Low Carbon,13,Programme Countries ,2021
Mauritius,1k,,Energy Savings and Climate Benefits through Mandatory En,13,Programme Countries ,2021
Mauritius,2M,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Programme Countries ,2021
Mauritius,4M,,COVID-19 MAURITIUS,13,Programme Countries ,2021
Papua New Guinea,453k,,PIMS5569 Renewable Energy & Energy Efficiency,13,Programme Countries ,2021
Trinidad and Tobago,9k,,Strategy for the Reduction of Carbon Emissions in T&T,13,Programme Countries ,2021
Trinidad and Tobago,52k,,Institutional Strengthening to Support Natl Ozone Office,13,Programme Countries ,2021
Trinidad and Tobago,103k,,HCFC Phase-Out Management Plan (HPMP),13,Programme Countries ,2021
Trinidad and Tobago,86k,,Low Emission Capacity Building Global Program Assessment,13,Programme Countries ,2021
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Programme Countries ,2021
Trinidad and Tobago,272k,,T&T Third National Report to UNFCCC,13,Programme Countries ,2021
Barbados,948k,,Engagement Facility,13,UN Agencies,2021
Barbados,267k,,Caribbean Recovery and Resilience Programme,13,UN Agencies,2021
Barbados,3M,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,UN Agencies,2021
Barbados,702k,,ENGAGEMENT FACILITY-BRB,13,UN Agencies,2021
Belize,648k,,Enabling Gender-Responsive Disaster Recovery,13,UN Agencies,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,13,UN Agencies,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,13,UN Agencies,2021
Cabo Verde,42k,,Climate Promise CV,13,UN Agencies,2021
Comoros,546k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,UN Agencies,2021
Comoros,45k,,Renf. des capacités du Programme de Microfinancement FEM,13,UN Agencies,2021
Comoros,1M,,Renforcement de la résilience des Comores aux risques,13,UN Agencies,2021
Comoros,8M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,UN Agencies,2021
Comoros,1M,,Promotion of Green Economy and Recovery from the impact,13,UN Agencies,2021
Cuba,35,,Recuperación Huracán Irma,13,UN Agencies,2021
Cuba,703k,,Emergencia Sequía Region Oriental Fase II,13,UN Agencies,2021
Cuba,2M,,ALASS Autoabastecimiento local para una alimentación sos,13,UN Agencies,2021
Cuba,8k,,Early Recovery TORNADO Havana,13,UN Agencies,2021
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,UN Agencies,2021
Cuba,612k,,Empleo Autoabastecimiento COVID-19,13,UN Agencies,2021
Dominican Republic,69,,Cumplimiento Acuerdo Cambio Climatico,13,UN Agencies,2021
Dominican Republic,60k,,Recuperacion COVID-19,13,UN Agencies,2021
Dominican Republic,264k,,Recuperación socioeconómica de hogares y MIPYMES,13,UN Agencies,2021
Dominican Republic,69k,,Plataforma sostenibilidad ambiental y resiliencia,13,UN Agencies,2021
Dominican Republic,208k,,Sostenibilidad y resiliencia,13,UN Agencies,2021
Fiji,44k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,13,UN Agencies,2021
Fiji,293k,,Resilience and sustainable development (RSD),13,UN Agencies,2021
Fiji,123k,,Climate Early Warning Systems in PICs (SSC),13,UN Agencies,2021
Fiji,407k,,Pacific RSD Support,13,UN Agencies,2021
Fiji,2M,,COVID-19 Response support in the Pacific,13,UN Agencies,2021
Fiji,300k,,Post Disaster Needs Assessment & Recovery,13,UN Agencies,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,13,UN Agencies,2021
Guinea-Bissau,3M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,UN Agencies,2021
Guinea-Bissau,536k,,SD-Climate Promise Support/NDC,13,UN Agencies,2021
Guyana,182k,,Mainstream and Monitor Rio Convention implementation,13,UN Agencies,2021
Guyana,126k,,Technical and Institutional Strengthening - Min Nat Res,13,UN Agencies,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,13,UN Agencies,2021
Haiti,617k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,UN Agencies,2021
Haiti,2M,,Electrification Rurale et Autonomisation des Femmes,13,UN Agencies,2021
Haiti,3M,,Renforcement du système de gestion des déchets solides,13,UN Agencies,2021
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,UN Agencies,2021
Haiti,1M,,Prévention risques naturels et gouvernance territoriale,13,UN Agencies,2021
Haiti,562k,,Installation Pompes Solaires,13,UN Agencies,2021
Haiti,88k,,Climate Promise Haiti,13,UN Agencies,2021
Haiti,675k,,INITIATION PLAN-POST SEISME,13,UN Agencies,2021
Haiti,50k,,Developpement de projets,13,UN Agencies,2021
Jamaica,187k,,HCFC Phase out Management Plan -1st Stage Implementation,13,UN Agencies,2021
Jamaica,651k,,Strengthening Human Resilience,13,UN Agencies,2021
Jamaica,50k,,Initiation Plan for Ratification of Kigali Amendment,13,UN Agencies,2021
Jamaica,139k,,Engagement Facility for Disaster Risk Reduction,13,UN Agencies,2021
Jamaica,205k,,Resilient Recovery Programme - Bahamas,13,UN Agencies,2021
Jamaica,90k,,EnGender - Jamaica,13,UN Agencies,2021
Jamaica,61k,,Fourth National Communication & Biennial Update Report,13,UN Agencies,2021
Kiribati,941k,,Enhancing national food security,13,UN Agencies,2021
Maldives,5M,,GCF-Managing climate change induced water shortages,13,UN Agencies,2021
Maldives,176k,,Reimagining Tourism in the Maldives,13,UN Agencies,2021
Marshall Islands,861k,,RMI Disaster Preparedness&Infrastructure,13,UN Agencies,2021
Marshall Islands,795k,,DEEP DIVE Support Programme,13,UN Agencies,2021
Mauritius,2M,,GCF - Accelerating Low Carbon,13,UN Agencies,2021
Mauritius,4M,,COVID-19 MAURITIUS,13,UN Agencies,2021
Mauritius,284k,,UNDP CLIMATE PROMISE: ENHANCING NDCs BY 2020,13,UN Agencies,2021
Mauritius,300k,,Improving Resilience -Wakashio oil spill,13,UN Agencies,2021
"Micronesia, Federated States of",2M,,FSM Disaster Prevention and Mitigation,13,UN Agencies,2021
Niue,880k,,Niue Ridge to Reef,13,UN Agencies,2021
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,UN Agencies,2021
Palau,3M,,Palau Disaster Preparedness and improved infrastructure,13,UN Agencies,2021
Papua New Guinea,25k,,Strengthen Disaster Risk Management in Papua New Guinea,13,UN Agencies,2021
Samoa,6M,,Green Climate Fund Vaisigano River Catchment,13,UN Agencies,2021
Samoa,1M,,IMPRESS_Renewable Energy (Full Size),13,UN Agencies,2021
Samoa,436k,,Third National Communication and Biennial Update Report,13,UN Agencies,2021
Sao Tome and Principe,705,,RESILIENT CAPACITIES COMMUNITIES,13,UN Agencies,2021
Sao Tome and Principe,642k,,Delivering Climate Promise in STP| NDC Support Programme,13,UN Agencies,2021
Seychelles,330k,,Facilitating Recovery through Digital Solutions,13,UN Agencies,2021
Solomon Islands,480k,,SOI: Advancing National Development Agenda and SDGs,13,UN Agencies,2021
Solomon Islands,941k,,SOI DRM COVID19,13,UN Agencies,2021
Solomon Islands,559k,,SOI: Rural Electrification (SPIRES),13,UN Agencies,2021
Solomon Islands,222k,,PPG _SOI_Biodiversity and Land Degradation,13,UN Agencies,2021
Suriname,1M,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,UN Agencies,2021
Suriname,356k,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,UN Agencies,2021
Suriname,2M,,Climate Change Adaptation Suriname phase 2,13,UN Agencies,2021
Timor-Leste,3M,,Safeguarding rural communities and their physical assets,13,UN Agencies,2021
Tonga,210k,,Tonga Early Recovery Support,13,UN Agencies,2021
Trinidad and Tobago,9k,,Strategy for the Reduction of Carbon Emissions in T&T,13,UN Agencies,2021
Trinidad and Tobago,52k,,Institutional Strengthening to Support Natl Ozone Office,13,UN Agencies,2021
Trinidad and Tobago,103k,,HCFC Phase-Out Management Plan (HPMP),13,UN Agencies,2021
Trinidad and Tobago,86k,,Low Emission Capacity Building Global Program Assessment,13,UN Agencies,2021
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,UN Agencies,2021
Tuvalu,2M,,TV Coastal Adaptation,13,UN Agencies,2021
Tuvalu,1M,,Tuvalu Sustainable National Energy Targets Project,13,UN Agencies,2021
Vanuatu,477,,Adapt to Climate change in Coastal Zones Vanuatu,13,UN Agencies,2021
Vanuatu,471k,,Vanuatu Low Emissions Capacity Building Phase II,13,UN Agencies,2021
Vanuatu,248k,,VU Energy Roadmap (BRANTV),13,UN Agencies,2021
Vanuatu,90k,,Vanuatu VCAP2 Project Preparation Grant,13,UN Agencies,2021
Barbados,109k,,Blue Economy Finance for SIDS - SDG Fund Component 2,13,UN Pooled Funds,2021
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,UN Pooled Funds,2021
Fiji,2M,,COVID-19 Response support in the Pacific,13,UN Pooled Funds,2021
Fiji,725k,,Climate Security in the Pacific,13,UN Pooled Funds,2021
Guinea-Bissau,3M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,UN Pooled Funds,2021
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,UN Pooled Funds,2021
Jamaica,651k,,Strengthening Human Resilience,13,UN Pooled Funds,2021
Papua New Guinea,16k,,Investing in Coral Reefs and Blue Economy,13,UN Pooled Funds,2021
Papua New Guinea,700k,,Preventing Climate-Induced Conflicts,13,UN Pooled Funds,2021
Solomon Islands,480k,,SOI: Advancing National Development Agenda and SDGs,13,UN Pooled Funds,2021
